f_nf,aspect,dem,distance_from_river,flow_accumulation,land_use,lithology,plan_curvature,profile_curvature,rainfall,slope,soil,spi,tpi,tri,twi
1,99.1834582,21.6138128,371.736615,22,68,3,0.4232941,-0.2174286,51.0506924,0.2258709,3,5.1691604,-2.7973252,0.2141923,8.9496502
1,340.8254739,25.2307855,147.4461851,462,68,3,-0.0571066,0.3556463,50.555665,0.4611797,3,33.0296128,-0.2759906,0.354354,9.582956
0,319.336261,13.3897597,917.7231216,58,16,3,0.1026589,0.3702006,50.1063428,17.7998777,3,186.4700328,26.1219969,0.0850658,5.388818
0,356.9906906,82.5877105,1108.1504476,39,16,5,-0.1688453,0.2269357,49.7227002,10.7713628,3,62.636332,16.8964065,0.3204513,8.5270589
1,29.5528046,110.4623798,0.0056063,14796,68,3,0.0225717,-0.165957,47.6448145,1.3889244,3,2918.7282464,-5.9610168,0.1391182,9.5958236
0,297.5580322,263.0349193,1504.4950073,1,55,3,0.238814,-0.2012296,46.7665772,8.9468369,3,7.5923797,16.7819204,0.4587731,4.7289338
1,260.473338,76.7893342,57.7710994,1,1,3,0.2096243,-0.0497405,49.7386658,4.3266151,3,0.0022824,1.6189919,0.2427673,6.7870877
1,279.7135708,15.1531002,0.0473533,10611,68,3,-0.2796697,0.164964,50.4891118,0.0055726,3,494.9083425,-9.6297177,0.1001138,16.2888001
1,266.9563766,13.1043108,18.5459473,811,68,3,-0.1600426,0.0265494,50.7916456,0.5538954,3,0.0,-2.3672407,0.272437,6.6284283
0,229.9906748,15.0354579,980.6328752,169,55,3,-0.9991911,0.7151542,52.6989878,0.7692525,3,241.7001468,-2.1448208,0.230563,12.116304
1,138.8709007,36.4370795,563.8870417,0,68,5,0.5101114,0.0635418,51.0319263,1.4983976,3,0.0107114,6.0521109,0.2519961,5.912891
1,292.4775479,43.4901673,1170.1760472,0,68,3,0.286328,0.1660598,49.8411288,1.9601205,3,2e-06,0.8263919,0.2416927,5.5916727
0,337.699225,169.8236675,275.712706,2,55,3,0.2509546,0.2986368,48.0008358,13.4099668,3,13.2546213,5.344386,0.3157741,4.9155734
1,200.3036323,41.7466344,223.8135471,308,55,3,0.0366519,0.2414135,51.0566647,1.8091215,3,0.4539775,-3.2856615,0.3302708,5.8958791
0,17.1131697,62.5971866,1711.2739229,17,55,5,-0.0782811,0.1653021,52.551855,11.3330293,3,17.9792583,-5.5084979,0.3129812,8.7349508
1,30.5744194,20.756639,140.6903592,6788,68,3,-0.2560882,0.0636492,51.3806103,2.4064627,2,2.3053301,-3.0126517,0.3186455,8.5327203
0,142.8162366,24.0965369,1419.9451712,1,55,3,0.2462136,0.1498345,51.6031751,2.7267625,3,1.0614302,10.9174076,0.2827091,5.5995923
1,297.618615,16.8388346,1036.9261352,485,32,3,0.1191047,-0.1023061,52.085213,3.3549105,3,0.5284237,3.4802508,0.4616156,8.8156133
1,79.8933857,84.3063861,48.2360587,0,68,3,0.2469943,-0.046069,49.1254408,5.0997705,3,0.0,2.0602106,0.3207106,5.4787241
1,353.9296613,28.2608776,139.2999418,1947,1,3,0.1493533,0.1642423,51.2037384,5.304838,3,8.1690063,0.6020649,0.263901,6.7075999
0,117.3615428,67.5647479,539.6663657,42,55,2,-0.4246126,0.3574969,49.8742871,4.0374244,3,119.8070901,-8.0231089,0.4908933,6.9764551
0,6.8844222,21.7423823,1475.748361,6,55,5,0.3274849,-0.2448066,53.4230045,2.3879108,3,6.3759513,2.1321748,0.1827273,7.391141
1,62.1032326,19.0607718,1379.7855131,0,68,3,-0.0366462,0.1571076,50.267997,2.2263879,2,8.7e-06,4.3893613,0.2311608,7.0026668
0,33.9005603,46.4952712,926.1849486,2,32,5,0.2581396,-0.1466675,52.5297072,1.5053211,3,0.5958408,-6.9702821,0.4208126,5.3360725
0,59.9578916,266.8458921,1001.1278923,4,55,5,-0.4382507,-0.0235855,49.3502954,12.5486702,3,16.5451354,17.4380258,0.5081109,4.5986938
0,82.5092106,313.2646764,1041.357197,15,68,2,0.164212,0.561151,46.6500549,13.8128923,3,36.9594306,3.3723405,0.5862573,4.7207986
0,200.5395633,297.2500066,2214.159219,1,55,1,0.2075329,-0.0609215,46.7197524,15.6402044,3,0.010094,23.5562747,0.5431847,4.5944216
1,301.6065503,9.3124947,1826.4200439,0,68,3,-0.1872424,-0.0050857,53.2036407,0.0927161,3,16.5019857,-0.7029694,0.1965963,6.6331701
0,18.2885524,135.1035739,1992.7076313,123,68,2,-0.3107019,0.0143439,46.2908148,16.610434,3,142.5027494,1.5215443,0.4348811,8.8612466
0,264.8579166,117.2429937,999.835472,135,55,5,-0.4924425,-0.2616462,47.5483094,10.8708554,3,316.7405681,3.8753948,0.3652876,7.4035868
1,284.4702257,16.0536764,0.0004562,193,68,3,0.1213814,-0.0485781,51.6094586,0.000263,3,56.9052278,-7.7812156,0.097381,11.7214333
1,355.4500559,59.6739557,194.4184689,0,55,3,0.1168791,-0.0024267,48.932559,0.7475391,2,9.08e-05,2.5532655,0.2791933,5.5394151
1,47.3071997,19.5206206,1273.8153559,5518,1,3,-0.1114509,0.3092674,51.1051574,0.1371563,3,952.3650292,-5.4212369,0.2044105,12.703563
0,299.9670877,67.35003,1445.3103598,9,55,3,-0.1558242,0.0786577,49.9466886,11.7778922,3,18.995879,-1.3519791,0.2883779,6.1861146
0,342.9709604,9.5021545,444.4001919,16,55,5,-0.2206191,0.3521386,54.1532885,1.647072,3,9.0773146,-6.4243032,0.3189356,6.7491217
0,193.4741063,33.8117625,1841.9591346,52,55,5,-0.3781573,-0.1602288,52.6975691,1.944505,3,219.2453149,-9.4810787,0.4586785,8.0962006
0,97.0510936,103.2187689,2698.9954375,1,55,2,-0.3390045,0.000812,47.1663076,10.248005,3,2.9389888,-4.9472977,0.3937329,4.7727064
0,310.0086708,102.8068619,1056.2366382,50,55,5,-0.1118439,-0.1898086,47.2723747,13.0098475,3,140.1222516,8.2435103,0.3041138,9.4774031
0,62.0132398,148.0041142,911.0106356,6,16,5,-0.1055855,0.4162215,47.2272641,10.6348109,3,9.9492849,0.7921566,0.3104601,7.8989514
0,67.3581701,22.8905076,1817.6437426,50,55,3,0.1125759,0.3444495,48.9191409,1.2306485,3,369.5482004,-0.2245874,0.2202723,13.7477329
1,326.9838243,26.8086456,130.4713983,3876,68,5,-0.0963037,0.465172,49.2154786,0.2339281,3,271.4210333,-8.8093344,0.2706526,7.6254507
0,157.8541013,125.1741081,2433.6424594,1,55,2,0.2136868,-0.3089265,50.2742488,12.6273871,3,6.7637262,11.8624801,0.4044628,4.7850688
1,293.5154334,64.5126916,2.4787304,815,68,3,-0.2118956,0.078408,49.279959,1.5309803,3,65.1330018,-12.4123766,0.2933832,10.4541854
0,217.1100112,139.3863425,1200.7827653,2,55,3,0.3901836,0.3739523,47.9107691,9.3646425,3,0.1401969,-4.3526542,0.4427669,6.0653703
1,179.7722881,43.6100242,1826.4200439,0,68,3,-0.1407391,-0.0588117,51.9337843,0.1478766,3,9e-07,1.1406499,0.4426483,5.7992716
1,38.7122492,10.7083165,337.5958955,10,68,3,-0.0216656,-0.3174446,51.7136268,0.1334934,3,0.0126494,6.3333822,0.142339,9.4798505
1,219.0973743,22.9932559,1135.0132272,238,68,5,-0.0585014,0.0334011,50.6635499,1.634106,3,4.0388951,-0.5348516,0.2638446,5.9086448
0,352.6445109,112.6752857,1572.8802055,41,68,5,-0.0086033,-0.3898693,51.2983994,13.5201175,3,80.4183099,37.8016396,0.3958405,5.2904822
1,353.0640373,28.3819864,346.0131876,1748,68,3,-0.1532846,0.0724895,51.5423947,3.2210363,3,0.2970355,0.0471117,0.3729855,8.4223286
0,342.2161191,98.6066781,1075.5849515,2,68,5,-0.041223,0.4472002,47.4999093,20.1181472,3,1.2250124,35.5838933,0.3231521,4.604148
0,328.1041509,31.4562373,613.624782,114,16,3,-0.4247289,0.3533396,49.3269813,9.7793636,3,256.2613037,-7.7975418,0.1575173,7.7870608
0,74.4203846,181.5887605,1379.5126206,13,68,2,-0.2459854,0.11956,47.2646658,14.2493102,3,52.5278005,-3.7300831,0.428989,4.7306543
1,344.2591356,33.506835,134.1990188,33,32,3,-0.0859131,-0.0528877,51.4268678,4.0678972,2,0.1473001,4.0262996,0.439414,6.7870104
0,355.8255826,23.4736212,1640.6645749,3,32,3,0.1193355,0.0538803,53.5228402,1.9974616,3,52.0585373,8.7866685,0.3515155,7.9663757
0,225.1252635,128.3909361,1126.0986957,10,55,2,-0.4048822,0.2651716,48.1241161,9.1879953,3,44.1296365,9.6905725,0.4313428,5.7267301
1,331.6628606,58.3994244,616.3239625,4,55,3,0.1726494,-0.1901845,50.2341141,4.2893933,3,0.0594109,0.974972,0.1451994,5.7281138
0,64.2822206,19.7132222,1121.1314037,1,32,5,0.2763727,0.034745,52.0568354,0.672269,3,0.0141761,1.2716762,0.2953741,5.1875107
0,213.9647968,33.1089476,459.2069663,38,55,5,0.4170646,-0.4227096,51.9051672,3.2496631,3,39.37486,30.4652593,0.3801209,6.3367929
1,77.406908,25.3070481,0.1182388,0,68,3,0.2309389,-0.2169504,50.5592882,0.7421328,3,2.1816696,-1.7891711,0.1072389,7.7672559
1,264.7380548,65.8204237,1319.8101917,56,68,3,-0.178876,-0.2673017,50.3691287,1.9069577,3,40.106888,-0.4965309,0.3835188,6.3624739
1,236.7232625,12.9796942,62.441289,5,68,3,0.3846451,0.038811,51.727754,0.3324595,3,6.9190421,2.1117654,0.1249431,10.9964083
1,199.0130245,31.1665096,43.7856208,10623,68,3,-0.0539328,0.29314,49.7746363,0.4699915,3,1620.1577881,-1.3416621,0.2899116,14.2008354
1,22.0993306,62.4112431,0.0079264,21446,68,5,0.0093143,0.136648,47.9032976,0.1460375,3,2498.8400803,-10.1156202,0.1158844,9.5367172
1,19.7381045,27.03057,145.9919375,690,68,3,0.1731421,-0.0591826,52.6626614,0.7421052,3,0.0670994,-0.2339726,0.2640572,9.9343513
1,74.5847923,29.2721219,358.9200613,1107,68,3,-0.1745489,0.2938981,50.7144455,2.9145058,3,161.3337371,-4.8643642,0.3411286,6.5223524
0,212.1377399,132.8637209,1394.3420311,89,55,5,-0.0800107,0.1141884,48.5005913,5.7545882,3,238.7109757,-6.5565412,0.4348302,5.4290447
0,221.5145011,51.5493948,680.008377,19,68,5,0.1699195,-0.0531408,49.256313,11.578292,3,33.2172971,23.3197916,0.207767,5.7803458
0,312.0158652,116.6807018,1712.2951506,110,55,5,-0.1068051,-0.1701766,51.0699639,16.1825154,3,435.6610915,-1.2476884,0.5619955,10.7154991
0,333.3311421,136.5084442,2012.2815178,35,55,3,0.032763,0.0574975,47.7915391,4.6233292,3,135.4221717,-10.9430412,0.2771199,11.5181953
0,314.0424597,105.8431314,1452.0969399,16,55,5,-0.1335246,-0.0703628,47.6350064,8.4635356,3,9.113851,1.0054889,0.3029388,6.7201496
0,341.616452,99.7518955,844.9683857,1,68,2,0.4811014,0.4224804,47.9095795,10.8418399,3,0.1367775,-2.441091,0.3087412,9.7238456
1,31.9672836,23.0435746,7.8297353,752,68,3,0.0662821,-0.0705245,51.5922792,1.7699667,3,0.0191174,2.92296,0.1751565,10.4102748
0,253.1616032,19.1456358,743.6372541,28,55,3,-0.1236092,-0.0978186,51.9901773,0.6136058,3,124.7710279,-7.8729525,0.3264593,8.8560201
1,193.783018,39.1493973,1826.4200439,2,68,3,0.2055109,0.0273368,50.7532027,2.6532091,2,12.3671709,5.9052142,0.2114547,5.4708603
1,289.9241528,48.8287164,0.3698937,0,68,3,0.2513137,-0.2294367,50.2039498,5.1414047,3,0.0299323,1.9229152,0.2463892,6.8716911
1,102.4981368,33.9985794,59.3183751,187,68,3,-0.1940906,0.0223185,50.5572975,0.4512605,3,0.1860938,-2.4039953,0.293399,8.4153773
0,314.0487391,12.3768406,1933.1512915,3,55,3,-0.2679506,0.0244782,53.624881,1.7355839,3,10.827114,-5.675273,0.169852,6.5134949
0,324.0850261,326.6020613,3296.8898926,8,55,5,-0.0459487,0.0120997,46.0517141,11.9141944,3,14.8868284,-8.0578973,0.481126,4.8428119
0,9.2626608,159.2557147,1438.1648332,1,55,5,0.0918747,-0.4158008,46.6494644,13.9790501,3,4.8167066,11.6282507,0.3770659,4.6395228
1,24.1104727,25.493552,1826.4200439,0,55,3,-0.0357504,-0.3355529,51.4133001,0.3366907,3,0.0,-3.4564867,0.3730102,5.8438759
1,345.0225954,7.5544839,1.6692153,1687,68,3,0.4840947,-0.3485454,52.6644669,0.0047319,3,304.9953974,3.5488696,0.0992784,12.2978085
1,12.0114057,19.6847543,634.4717842,132,68,3,-0.2869545,0.2173457,50.8284836,0.0695404,3,3.8e-06,-2.6102789,0.1064931,5.6423422
1,272.9134237,11.8102028,675.369437,3204,68,2,0.2351161,0.0284351,52.3844605,0.2231702,3,83.7395217,0.974148,0.2858964,8.6618826
0,296.1060671,37.6913427,804.670858,21,32,3,0.0220009,-0.0131147,52.3265497,6.328824,3,7.0647892,0.7401338,0.3952239,10.7859829
0,342.3606056,92.0966533,529.8734657,134,55,2,-0.7267256,0.032595,46.3928022,14.8415074,3,537.7231221,22.1733515,0.3594964,9.2044441
0,351.3873312,44.2753345,477.6525935,1,16,3,0.1173158,0.0936073,51.3301935,12.1183469,3,3.8308512,22.2662675,0.2589628,4.9458288
1,309.4923199,19.4331331,16.079813,74,68,5,0.260137,-0.2296112,50.2447815,0.6524966,3,0.2315432,4.9226643,0.1330389,7.8240722
1,101.6118827,84.9380354,951.1312455,0,68,3,0.0200478,0.0998161,48.1382372,1.3893774,3,3.11e-05,5.4402799,0.3122669,5.9184954
1,105.8549935,133.0786853,868.7335947,0,32,3,0.1148405,-0.0148862,48.5106033,5.0215119,3,0.0517969,1.4292591,0.4379573,5.637583
1,304.8246954,14.2471819,1826.4200439,0,68,3,0.2943829,-0.1861601,51.0172214,0.5889892,3,0.022424,3.2800608,0.221067,5.6466475
1,276.7758045,63.2909931,1357.288475,5228,68,3,-0.0571289,0.0924602,49.0257572,6.7698298,3,366.7170705,-2.0762741,0.3791969,10.0390064
0,350.2422085,195.3396227,1840.1130306,1,55,5,0.2092928,-0.4222176,48.3404678,24.2113139,3,2.0381702,5.0894453,0.560295,4.6005026
1,45.4544501,62.0550367,102.9938623,61,68,3,0.231127,-0.0064059,49.9186407,1.3138099,3,0.004423,-0.925683,0.340773,6.1296393
1,336.6553697,8.3206788,0.3283531,5748,68,5,0.0641437,0.0390464,52.907846,2.1617129,3,2.6893192,-1.1918114,0.0777753,7.0448801
1,153.8362384,8.6626153,29.3587783,55,68,3,0.0288311,0.3644268,52.1709041,0.7695523,3,8.6284935,-0.0295298,0.1304114,10.607632
1,38.7351723,7.5812623,74.2683363,836,68,3,-0.1086347,0.3264693,50.6066093,0.067789,3,0.3955823,-3.7585669,0.0944148,14.257926
0,75.948637,102.2547843,1724.9664739,48,16,5,-0.0490645,-0.0179972,51.4387476,2.0744788,3,52.6591004,-11.9568967,0.5476172,8.6150631
1,199.8477238,10.1149104,958.6625039,1473,68,3,-0.3105089,-0.1506553,51.2318329,0.1015343,3,101.3317465,-4.4896122,0.2095566,11.0156601
1,340.9710307,70.9321252,0.4440353,5622,55,3,-0.120637,0.1494798,49.4717129,3.5916876,3,163.3479963,-6.5878179,0.4395854,13.7130273
1,182.6221902,23.3688818,84.6299428,1,68,3,0.0603042,0.0686231,50.9449869,2.3148099,3,0.0002634,-2.456772,0.3607577,8.9976132
0,307.8376136,357.1863264,2350.4726208,62,68,2,0.0721273,-0.3290326,46.1969318,27.7172341,3,356.2760424,13.3637087,0.5851667,4.8056691
1,183.3897004,11.2937117,119.5250297,16443,32,3,-0.2359569,0.043125,51.9153981,0.0014985,2,6722.2935234,-3.6132319,0.0900956,17.0340996
1,118.7837255,7.2279639,729.5882636,0,32,3,0.1920542,0.0907582,53.2553669,0.1215028,3,4.6235453,-1.1996808,0.081085,8.0479911
0,154.2182033,120.7540859,395.0589104,1,16,5,0.6459645,-0.0109788,48.9551643,20.8106455,3,0.674741,27.3637174,0.2816289,4.5929064
1,302.7657457,23.1630645,42.6074374,186,68,3,0.1304211,-0.0861067,51.265334,0.7785669,2,0.0002301,-2.1614224,0.1115568,5.7615741
1,357.2799459,60.6499586,328.662666,58,68,3,-0.0387099,0.0216544,49.5766192,5.296011,3,0.0006337,-7.4086549,0.2780827,5.6114075
1,248.8841631,23.0386759,126.6973342,3000,68,3,0.1761076,-0.0935502,51.254436,1.8293383,3,432.8846249,-2.1070277,0.1848535,7.4090597
1,203.4617947,51.4609553,474.223357,23,68,3,0.1572656,-0.1514761,49.4025828,0.10511,2,226.066099,-4.3026012,0.3733821,6.5605301
1,195.348652,11.2058288,1826.4200439,6,55,3,0.0724269,0.0085988,53.0940733,1.6818389,3,0.5699923,3.8693815,0.3843467,7.4751188
1,68.2858493,81.0645355,1552.5851608,9,55,3,0.0980579,-0.0092442,49.3574895,0.4860344,3,0.0003902,-0.0830871,0.4001053,7.2716315
0,343.6699885,122.3229402,559.1083275,2,16,5,0.0025243,-0.0842518,48.9774247,12.7393518,3,4.93767,-3.5888863,0.3489527,5.6938592
1,153.00155,34.3310205,9.9182664,1143,68,3,-0.0316031,-0.1767074,50.6582393,0.8482181,3,65.3383976,0.0469001,0.081537,9.8239568
1,137.4170975,12.7827365,7.8718171,53,68,3,-0.0020152,0.08402,52.4520567,2.0281854,2,0.0014999,-0.4153769,0.3024168,9.6606951
0,238.4551118,9.2657523,316.2156038,2,55,5,0.2605651,0.1572449,52.7493019,1.0948443,3,0.0300494,1.7046064,0.2934383,8.6894711
1,137.2821081,54.165398,1826.4200439,428,55,3,0.1395491,0.2982741,51.4921604,0.0072863,2,0.1208694,-9.1623011,0.4509941,9.2918617
0,347.8960645,21.2713997,987.4047221,107,55,5,-0.3760341,0.4668596,49.5979652,0.9655053,3,187.8739683,-26.1505253,0.2450349,12.9504975
0,342.3531617,18.7345061,1457.2757542,5,32,3,0.2301322,-0.5941543,52.9679727,3.2262067,3,28.196482,15.8032568,0.2983553,5.7871147
0,347.4464552,127.9476907,1880.7434952,5,55,5,-0.0162119,-0.3597687,50.7928019,7.7578317,3,175.7049695,27.687796,0.3387361,8.0510207
0,262.0418762,7.0382032,560.2772749,10,16,3,0.0408744,-0.2100723,53.9198476,1.4885029,3,35.6525239,9.017372,0.3089489,7.2490075
0,9.7259583,84.3462147,684.6801808,4,55,5,0.1335744,0.5823382,49.1915447,7.9189994,3,1.1047428,5.6343801,0.1775279,5.2792298
1,293.5322383,70.6257818,1.0542302,121,68,3,-0.1813667,0.1625506,49.4582298,0.5423323,3,12.6210744,-6.9907338,0.2709922,6.3027238
1,9.5024846,21.0409405,666.7536827,80,68,3,-0.131102,0.1624141,51.1252836,1.4174932,2,7.9414155,-1.1363358,0.2986169,8.5144492
0,314.6021497,216.9814738,1237.9213215,1,55,5,0.392546,0.0971736,47.4409958,12.282522,3,3.0683592,19.2572644,0.4762651,4.7062313
0,146.4424767,15.6083847,1686.0091611,18,55,5,-0.0132152,-0.1490519,53.4200654,2.5431909,2,30.8579839,-0.4667779,0.3264447,13.6350307
0,44.8887405,16.7330944,681.1203433,28,55,3,-0.1092429,0.4196185,53.3938179,6.1291455,3,113.9875701,-18.8089521,0.2361546,5.2412431
0,80.1586476,97.4628992,491.8294052,29,55,3,-0.4782009,0.3945341,51.346819,0.8426068,3,9.3314723,-2.5615822,0.4441906,6.8546854
1,94.6616773,17.6912214,282.5678066,12851,55,3,-0.3012714,0.1708963,51.2019973,0.0060576,3,903.1866321,-1.8607598,0.2409578,9.2675941
1,102.987744,11.4148159,192.8214161,11,68,5,0.0748431,-0.1023741,51.1648574,0.0004509,3,13.6519846,-6.9691658,0.083243,11.9341904
0,280.4767726,68.8796657,670.2575573,1,32,5,0.5681754,-0.478029,53.0514111,7.7803463,2,0.1400353,19.4445607,0.2184276,4.6740136
0,137.3549718,147.9783625,895.7001958,13,55,5,0.3642306,-0.5887339,49.8007068,7.1292123,3,69.4729227,31.0153994,0.4140338,5.9902802
0,140.9004451,263.0727183,1575.6874464,1,55,5,0.6453474,-0.1152537,48.0294775,10.6112179,3,5.3491297,-0.6695697,0.5040781,4.7180592
0,179.3197985,38.2576162,586.9973131,1,55,5,0.0578619,0.0074525,50.6153354,4.65689,3,7.5875979,-8.3541822,0.4361637,9.5582493
0,317.6714865,73.9410562,1446.5069417,18,55,5,0.3416175,-0.1435931,48.9299442,9.3201185,3,44.1706013,7.3603317,0.3649371,6.2484953
0,50.136957,91.5911885,1631.9903267,1,55,5,0.148733,0.5681734,47.8423599,7.1383854,3,1.1150362,-11.2930864,0.3367971,6.5633492
0,315.8596975,39.8543922,982.8399251,24,55,3,-0.1548232,-0.2195248,48.61212,4.5667646,3,51.2345339,17.3400137,0.1625948,11.8716148
0,109.8352266,62.3762528,1118.8082358,1,68,3,0.1057377,-0.3238987,49.609704,7.2957467,3,0.1276448,-3.7935243,0.276128,4.6857308
0,163.1130915,45.6495436,1074.5048642,4,55,2,-0.2443265,-0.0351378,49.148404,7.1404195,3,27.2154459,13.5331081,0.3597206,5.7187502
0,26.703341,270.8097451,1517.2795327,16,68,5,-0.5631196,-0.1248368,46.0335733,13.6586202,3,96.6367463,14.995483,0.6270069,7.8150984
1,181.0604414,16.266337,230.4415391,1273,68,3,-0.1899312,0.2284805,51.0191986,0.4048997,3,813.008397,-3.2293242,0.2118829,13.7698861
0,72.213149,95.6461562,358.5475581,10,55,5,0.2307426,0.0642642,47.2122975,3.6662968,3,21.9287569,-9.7365164,0.1925784,5.9464573
0,220.185614,7.7108643,500.5541795,110,68,3,-0.0462021,-0.1375282,52.7742817,1.0628517,3,380.801928,10.0804099,0.1747504,13.9685348
0,35.0631274,27.4447734,1712.7324262,33,16,5,-0.1683458,-0.1305683,52.7176446,2.4721913,3,40.6545277,12.2483893,0.197721,9.6456292
1,216.784125,13.0591944,452.2219901,161,1,3,0.1431206,0.0345391,51.4221106,0.0115424,3,0.2908024,2.5282508,0.1494291,10.9996668
1,105.9691769,16.4374748,0.1974908,0,68,3,0.4432462,-0.2407174,51.8272514,1.1442938,3,4.1765073,7.4003292,0.1053144,6.3890408
0,260.3247867,204.447291,1321.9086972,2,55,2,-0.0350402,0.1020181,48.9223666,16.3421622,3,2.6390765,2.9801833,0.3452095,5.8823556
0,81.8640685,8.461772,588.7514393,7,55,5,0.2180972,-0.2584174,54.0287029,1.8657424,3,39.2162108,15.9164152,0.378889,9.4689702
0,112.2470934,144.0671454,916.5326057,20,68,5,0.2518626,0.0669117,46.6106671,12.8315825,3,5.0162985,58.8809662,0.2729541,6.870938
1,42.8120179,32.543092,861.6095656,0,68,5,0.0171622,-0.3060859,51.5160056,1.777131,3,0.0,-2.8745616,0.366458,6.3676168
1,59.516552,34.32072,83.8149857,1135,68,3,-0.0846372,0.082594,49.7154579,0.7166654,3,25.5566921,-1.9733212,0.239199,14.1292501
0,247.2946334,333.3856458,1268.0065057,1,55,2,0.0081124,0.1518663,46.0011724,20.7124203,3,0.1997931,9.1288397,0.5489471,4.6241754
1,163.5136692,28.3047819,8.4850512,151,32,3,0.0200315,-0.1213906,50.731769,0.3178516,3,401.0147625,-5.920958,0.2566425,10.0853334
1,175.9630395,67.3357632,26.2428977,16932,55,3,-0.2962775,0.0897914,49.6530674,0.1653735,3,471.1252778,-3.7517788,0.3838183,11.1158906
1,122.8158153,18.153255,605.8129342,9878,68,3,-0.1631276,0.1876092,50.2888629,0.053955,3,503.990403,-7.4312796,0.1282077,11.8940375
0,300.2802091,275.5577082,2623.368921,18,55,2,0.3047137,-0.3091144,46.3442061,18.7549396,3,62.5152527,13.6299133,0.473407,7.5051879
1,87.1415801,34.2951855,36.3166985,10,68,3,-0.1845077,0.141881,50.4527162,5.9119712,3,3.2686783,-3.503599,0.2919264,6.1121087
1,347.2443789,29.5449992,1042.1053925,10247,32,2,-0.1951004,0.1495364,50.8047844,0.003468,3,3055.9998656,-3.1956117,0.229973,16.4673004
0,140.1047563,88.4166498,1830.8838942,1,55,3,0.5420096,-0.374877,51.3783512,8.4299752,3,0.3559512,1.3713075,0.4009635,4.6515107
1,136.2198142,16.7190728,1826.4200439,0,55,3,-0.0774523,-0.227366,51.6842115,0.6364566,3,0.0,-4.9352257,0.1878553,6.860742
0,289.2682328,13.4454163,1022.7696247,10,32,3,-0.0453777,-0.1000029,53.90526,2.532304,3,52.5409266,1.7618694,0.3099814,6.8223767
1,225.9081468,38.3581788,171.3114281,2271,55,3,-0.0679277,0.0123298,49.5232505,3.847071,3,45.1416553,-1.4349322,0.2905712,8.2322055
0,84.3574945,131.7338024,1159.8698035,6,32,5,0.0237001,-0.0435367,47.4150758,11.3323409,3,146.4551751,25.3141096,0.298935,4.7188629
0,303.3232904,64.989033,923.491986,7,16,5,0.2150421,-0.1601003,53.062953,3.1266156,3,29.503122,20.8093774,0.4240168,6.208828
1,135.4713684,10.3699076,534.9471069,472,68,3,-0.032198,-0.2333747,52.3477632,1.4881339,3,0.2659866,-4.4149161,0.1911176,7.1466815
0,89.9214927,87.1214187,1137.5257956,4,55,2,0.1690984,-0.3833566,49.2294345,10.7831679,3,65.1685284,20.9090531,0.3774144,5.2303807
0,54.5276913,7.542573,2267.9356062,73,32,3,-0.4140128,0.2212808,53.7249866,1.1705693,3,16.950285,-2.730227,0.1978148,11.9221988
0,25.1431165,95.014309,445.799575,3,55,5,0.1897425,0.0818954,51.1851727,3.2750493,3,12.2911563,24.2687064,0.2049345,6.9081404
1,335.8126374,10.8973485,9.0865788,945,55,3,-0.1693738,-0.0072672,51.5014834,0.7300246,3,51.0591552,0.0579221,0.1607314,13.8991124
1,20.9766081,116.3278227,696.780888,9505,68,5,-0.2718244,0.1476084,49.1590413,0.1428783,2,18.6045084,-10.2432293,0.400822,8.2809787
