f_nf,aspect,dem,distance_from_river,flow_accumulation,land_use,lithology,plan_curvature,profile_curvature,rainfall,slope,soil,spi,tpi,tri,twi
0,218.8649895,44.70804,2005.8142185,2,55,5,0.3182826,-0.3396505,51.9378833,6.7748424,3,3.890517,13.997679,0.377384,4.8940354
0,33.1608567,8.2954954,635.7098522,32,16,2,-0.2001334,-0.1872554,51.7670241,1.209739,3,19.9326186,0.5739069,0.2315144,8.3165946
1,267.6999629,26.1421598,107.8303052,6,68,3,-0.0831694,0.0912805,50.9241082,0.1864418,3,0.967806,3.342678,0.1194924,8.3202981
0,274.6632057,126.6104637,2891.9122115,23,55,3,-0.1340675,0.0867297,50.3062771,13.8564011,2,90.5450035,4.6405807,0.4032852,7.1096937
1,227.2083168,49.8283241,74.6530731,9,68,3,0.1003957,-0.1860427,50.5414506,4.1763497,3,0.0350698,-0.5371402,0.4124586,8.2439216
1,344.3817563,63.4641688,1054.4519477,2,68,3,0.015702,0.1287623,49.7400925,6.9668067,3,0.0019473,-3.0575466,0.4594811,5.584649
0,150.8673595,185.0434555,2080.2012543,76,55,2,-0.1470385,-0.1932672,48.3043362,12.5473275,3,317.8877169,-8.6202344,0.2861814,12.0505526
0,335.9530272,52.0309077,3296.8898926,1,68,5,0.4363244,-0.490428,52.8831428,14.7229895,3,0.0136871,-2.3036885,0.2636863,5.828646
1,210.6687591,12.6252482,46.9293973,876,68,3,-0.1649084,-0.0958238,51.6014016,0.0045254,3,105.1229113,-6.2639553,0.0931798,11.6034266
1,325.3926262,31.0385903,897.2996198,0,68,3,0.1196937,-0.4766509,50.2078896,1.3616369,3,0.0004895,6.3011552,0.327949,7.0594536
0,286.4315525,154.4168941,1181.5791552,2,55,5,-0.0510078,0.0153166,47.3272315,2.8320085,3,3.4203162,3.7250484,0.3780128,8.1822212
1,193.6026869,35.8836748,0.0772137,404,32,3,-0.0289588,-0.0383451,49.5120215,1.5839763,3,0.2997865,-1.1949291,0.1849542,8.4585479
0,92.1762101,36.0004855,1822.3921587,4,32,5,0.374627,-0.0884151,54.2509307,0.6769217,3,1.3513088,5.8140907,0.3882354,10.1712379
1,277.6901273,10.3734769,55.0361425,0,55,3,0.3233066,0.1165417,52.8760584,0.1376101,3,0.001782,-2.1436255,0.1971569,8.703054
0,78.8584457,225.6273185,1499.0577421,40,55,5,-0.4408165,-0.0061935,47.8141452,17.8648282,3,23.3976751,-0.778922,0.6766117,5.0220917
1,327.8598743,37.3885851,1826.4200439,162,68,3,0.0910806,0.0293859,51.1605845,1.0822057,3,0.4296858,-1.1438203,0.3312239,5.9159359
1,34.53677,33.468412,1491.5648079,157,68,3,-0.2584595,0.0864053,49.9172189,0.2217049,3,127.9310866,-8.6636147,0.3389736,7.2583427
1,239.1484104,12.815419,0.4891919,4048,1,3,0.1834503,0.0710173,50.5240391,0.0,3,0.0244275,-6.3255304,0.1736941,14.9923178
1,288.7261649,30.1554802,580.2124785,4,68,3,-0.2501343,0.1384816,51.5435914,1.2468555,2,0.0,-9.6184833,0.3495412,5.6901271
0,20.2543315,147.1859002,497.4383016,1,55,5,0.1949415,-0.0191999,46.0489403,10.1764073,3,1.8374673,14.444533,0.3820022,4.6056259
0,104.6682568,14.740532,217.5747257,10,32,1,-0.2946439,0.1762198,53.9160142,8.2865137,3,4.2160428,-3.4829352,0.3200196,5.8135612
0,350.137348,10.6142486,613.4095931,6,16,5,-0.0565812,-0.2312244,53.2444993,1.9251111,2,20.1091248,28.631407,0.0679731,6.5019314
0,251.1373505,26.3282346,669.1592881,1,32,3,0.0701248,0.4922131,48.9934685,3.1230945,3,9.4758466,-15.8186289,0.2042062,5.2202317
1,6.3740542,7.8922191,1.2408819,10933,68,3,0.0663813,-0.1170444,52.5037444,0.0,3,1427.8260529,-6.58317,0.0589524,14.7089489
1,332.1481229,50.1596588,1826.4200439,133,68,3,-0.2744814,-0.0650393,50.3264955,1.4914053,3,39.4904707,-8.7721548,0.3020029,5.6336978
1,336.2940433,100.8083059,0.1360673,106,68,3,-0.1446602,-0.0181907,49.5384292,0.0065934,3,44.1597998,-11.7799184,0.2599931,11.7793113
0,241.502352,249.5669237,1661.3817102,4,68,2,0.3946304,-0.321046,48.1504938,19.1811034,3,10.0681295,0.6745636,0.6168679,6.0312072
1,138.7278846,29.6486703,368.333827,1,68,3,0.0994565,-0.166756,51.1590025,0.0358888,3,0.3454436,-5.0822024,0.3387264,7.5721883
0,217.207772,147.157286,2591.1225208,1,55,5,0.1932122,-0.1442906,47.7387566,22.1123732,3,15.9053344,36.3823071,0.4146474,4.6418098
1,317.5103922,81.0633044,122.8398766,12,68,3,-0.0146253,0.0929267,49.3559316,0.3308274,2,71.13717,-2.5241156,0.1608966,7.0732374
0,320.2998644,57.1238927,1363.762304,1,16,5,-0.1831097,-0.2086459,52.6989618,4.3008292,3,1.0544915,20.801439,0.3265127,5.6576632
1,356.2379239,12.1785497,111.7330801,30,32,3,-0.1075148,0.0300746,51.4328234,8.3172134,3,1.04e-05,-2.2105328,0.2931685,8.3575837
1,338.819057,10.4611819,23.9700223,35,32,3,0.1665224,-0.0519614,51.8225115,0.2798466,3,0.0200456,-0.4457842,0.116255,9.00281
0,148.2632479,114.5676191,1841.5389165,33,16,5,-0.0161874,-0.2625227,48.4032015,3.8430627,3,228.6078451,6.4707411,0.3864514,4.6760863
0,204.7539949,35.8206717,1567.6048411,20,55,5,0.1032804,-0.3823735,53.7963216,6.3961946,3,18.3048005,5.2560404,0.5057954,4.7705235
1,213.8516583,62.1341361,1134.3072366,24,68,3,-0.1472226,0.133285,50.5028307,4.7102935,3,4.07e-05,-3.5862876,0.3665876,5.645507
0,140.9022488,135.5942417,2735.5737784,1,55,5,-0.0372952,-0.4217418,48.814536,11.7670134,3,0.5118112,-0.3641429,0.4412906,4.9093689
1,117.3461509,9.1277787,906.771934,48,68,3,-0.0796018,-0.3266928,53.0390495,0.018697,3,2.3075792,1.9288522,0.2321604,6.8644349
0,8.1728112,113.5116515,427.677978,7,55,3,0.0104481,-0.3020252,47.5090057,7.7627805,3,13.4310251,13.7668978,0.3429128,5.2015082
0,260.4346016,53.0546776,1861.6797167,7,55,3,0.0843922,0.3796314,50.5018995,6.5823633,3,38.86518,-8.1500772,0.3877148,6.8524796
0,52.1603986,12.6443353,458.446683,9,55,5,-0.0207491,-0.0125643,49.7339085,0.613034,3,21.4272533,20.7709026,0.3515562,7.354031
0,311.841618,172.9700894,1256.1908669,1,55,2,0.5422023,-0.0450672,50.02706,18.0506467,3,4.4125387,26.1469161,0.43645,4.6611612
1,282.4749861,49.1378821,1055.4249217,3,68,3,-0.0013103,-0.0825475,50.0088634,1.57923,3,3.58e-05,0.8703507,0.3542135,5.5186766
0,1.8647138,48.435385,1344.0833442,1,16,3,0.0047979,-0.1374876,51.5127996,7.9839415,3,0.0545632,-3.1140313,0.3723947,4.6801586
0,309.9323556,19.7380137,655.8630016,63,55,3,-0.5383261,-0.1593384,52.0054503,0.4270877,3,1.2292834,-4.7055693,0.2638047,13.7812166
0,333.2858358,69.6355207,708.0018168,3,55,5,0.3456182,-0.4236812,49.1143947,3.6870595,3,3.7632768,28.739059,0.3843964,5.7078773
0,106.7163615,179.6667656,1373.7604723,48,55,2,-0.2045944,0.1820339,51.2594127,16.0897664,3,7.8444425,-6.4406695,0.4656111,5.8832538
0,208.1878948,29.0007607,722.1666113,1,32,3,0.582116,-0.5052836,53.2189422,5.0804909,3,0.0144407,9.4991542,0.4828442,5.0135767
1,328.6594836,44.0776286,1378.8182864,0,68,5,0.1465672,0.1869517,51.1688788,5.2221723,2,0.0,0.6468906,0.4000828,5.6380516
1,266.0015165,18.5811554,1078.0903017,1,68,3,0.1016028,-0.1282018,51.9341651,0.0270941,3,6.8794129,1.1346343,0.1930713,9.0681279
1,161.9651919,10.5479952,643.8630107,18,68,3,-0.0586096,0.1991022,52.4994706,2.2709234,2,0.0014017,-2.8130199,0.3249327,10.7092523
0,108.0336486,76.6241237,497.7473837,42,55,5,0.1940345,-0.2021951,51.9268615,12.1967426,3,18.1989067,0.5006961,0.4716205,7.6772821
0,84.634479,7.537388,714.6462336,85,32,3,-0.2546206,0.5043898,53.8079559,1.3079452,3,96.2068053,-8.7972227,0.2332149,11.4103696
1,320.0478544,45.8398252,19.8739192,0,68,3,0.0855348,-0.3150603,50.2111181,7.8525591,3,1e-06,6.0988976,0.3123718,5.590567
0,141.4966909,316.8351366,983.9402553,1,55,1,0.5150756,-0.2825704,45.9042842,22.0319888,3,5.8470918,3.0969373,0.6780214,4.6133106
1,321.931791,13.020958,1368.5318778,0,32,3,0.5646933,-0.0068064,53.5074562,8.7805072,3,0.0,5.3787502,0.318,5.5109679
0,176.6216098,78.9454273,826.3157365,30,55,5,0.2030216,-0.6464708,50.8908995,1.227814,2,11.0669159,11.9738911,0.4703043,9.742616
1,208.1229892,12.9819936,1826.4200439,6,68,3,-0.0331791,0.2334581,52.9300281,0.8645004,3,0.5331559,0.9798639,0.1453767,7.8950799
1,307.5200227,148.9629974,58.0580645,955,32,3,-0.1178913,0.0769071,47.0011216,1.6813213,3,14.7269867,-5.2432238,0.4441719,5.7743797
0,172.548285,154.5031958,1424.3497674,64,16,5,-0.3496663,0.4193864,46.794325,20.8873619,3,179.5502894,-2.110546,0.385551,6.3795985
0,277.9347835,282.2810453,1264.205372,1,68,1,-0.4662692,0.619585,47.5154567,20.8637864,3,37.3528403,-14.8878129,0.3866206,5.9748383
1,27.2465842,39.5005505,437.8513476,100,32,3,-0.176957,0.0267318,50.5157752,4.0918169,3,0.0108154,-5.3977134,0.3296055,6.7185002
0,137.1784897,143.6508877,1812.4595493,1,55,5,0.088623,-0.0056183,48.8040357,14.4015745,3,19.9206826,4.2683361,0.5274295,4.7598111
0,247.4647383,80.3299444,1046.6495451,5,55,5,0.2119912,-0.2581578,49.9124522,8.1719189,3,48.9371709,14.9362832,0.4082572,5.0500275
0,127.6862776,52.2894362,333.8361597,20,68,5,-0.0979897,-0.2282391,52.0708961,3.3334078,3,14.912381,3.3207871,0.3825162,7.142008
0,149.2552901,218.907325,1839.031716,38,55,2,-0.026772,-0.0604314,49.065718,9.3772268,3,89.5600757,-4.4493444,0.530519,7.0962733
1,21.0439354,14.3180922,2.2916948,1642,16,3,-0.1538166,0.2131671,50.376703,0.0171689,3,1181.5230495,-3.1786052,0.1095307,9.2857594
0,164.5678757,228.1610809,2770.7190024,76,32,5,-0.3471042,0.6429094,47.0408738,13.2151747,3,313.89048,-4.5542182,0.5561863,8.0715132
0,189.8555125,6.5556148,326.6617623,26,55,3,-0.1084462,0.1177811,54.355999,0.3240188,3,68.2411886,-4.8249408,0.0236347,14.1829004
1,183.6495696,29.1032281,1826.4200439,0,68,3,-0.0665338,-0.3039611,52.4173635,6.5605331,3,0.0,4.5210823,0.3453785,5.5030422
1,49.5776449,22.119625,542.7027689,0,68,3,0.157718,-0.1428074,52.318939,0.3213213,2,0.0,2.741253,0.2341714,7.3235004
1,17.3359417,15.8397296,1120.4446462,0,68,3,-0.0475605,0.4163569,52.4916897,0.124031,2,0.0264974,-2.4641632,0.1212137,8.5634781
1,100.3157915,148.9629974,175.3350014,2373,32,3,-0.1569429,0.116254,47.0319465,6.4830885,3,70.4122348,-0.4535363,0.4181054,5.7639107
1,235.698427,34.7840011,732.3946281,0,68,3,-0.1051567,0.0807529,50.2222664,1.8468598,3,2e-07,2.4422009,0.2647757,5.6662363
1,12.1640942,34.8938269,151.3092201,0,68,3,0.2323967,0.2250738,49.9485079,0.3057047,3,0.1529875,-5.0161489,0.1975913,7.3701566
1,260.3346242,18.7490644,1826.4200439,112,68,3,-0.1374134,0.1467559,51.4296696,1.6277113,2,95.1640444,4.3410617,0.3122562,10.3064005
0,348.1386425,193.7752606,1765.4256901,2,16,5,-0.1166996,0.160672,46.1578337,15.5542354,3,68.3625508,5.5502159,0.4430835,5.7326897
1,115.4048716,48.1210143,229.1725281,2386,32,3,0.1046839,-0.0953654,49.7444312,4.2559315,3,19.0494067,2.947373,0.236105,10.1610185
0,278.6423445,262.0648817,1594.5022376,2,68,1,0.4221834,-0.3154954,47.0827429,16.1790079,3,14.9352084,12.7303165,0.553957,5.0725964
0,289.0208655,92.2401643,1391.236578,17,55,5,-0.1581665,0.1721769,51.6694909,14.6669634,3,74.0765799,19.9255714,0.2819167,5.8305837
0,220.3876666,91.8842033,1411.4447263,41,55,3,0.0696932,0.0463831,48.5294381,12.4447026,3,253.4393794,-6.642854,0.3498214,5.3755772
1,39.6587639,18.063439,0.005401,3686,68,3,-0.275843,0.2616767,50.7038469,0.146875,3,588.2972545,-3.2093273,0.0933183,8.6780953
0,187.638406,28.1017481,603.3985974,20,68,5,-0.3817958,0.1583518,50.3848106,0.749176,3,14.1234448,1.1932231,0.2518797,11.6648617
1,356.5171107,38.4553114,1.5900874,11,1,3,-0.1181954,0.0179662,49.6454791,0.2347055,3,0.2420496,-5.9805904,0.2656489,5.8471671
0,337.1528613,28.1649272,690.5810299,6,55,3,-0.0134305,-0.2099458,53.0238238,2.2375339,3,1.217414,-6.3271144,0.2651049,4.9491305
1,87.439963,130.6111995,4.2901224,728,68,3,-0.3513188,-0.0174928,48.9608432,2.7032769,3,31.6673302,-3.6683688,0.4082572,7.717521
0,117.1529636,71.9220533,512.168407,14,55,5,-0.0908434,0.0195841,48.4464588,1.6637181,3,16.0490579,4.0391661,0.2718336,6.7461452
1,338.8182074,15.7781327,1709.4473567,8193,16,3,-0.0301148,0.2426262,50.9593688,2.1842706,3,724.9893806,0.5842917,0.3586026,8.2117678
0,71.8555569,310.057235,2438.5970344,1,68,1,-0.3520815,0.1634565,45.9389909,28.3987007,3,13.8746593,-2.2779729,0.5123691,4.6182728
1,313.3949059,18.8364277,12.8796441,14429,32,3,-0.1066114,0.0806696,51.7834659,3.7324547,3,453.080254,-4.1169096,0.2090846,10.4112644
1,264.1746446,94.5688508,2.0288333,0,16,3,-0.0132887,-0.3489078,49.7769426,1.8087571,3,0.0,0.1700512,0.3285036,5.7676739
0,112.7931258,45.9606465,693.3995457,46,55,5,-0.1956976,0.0379311,52.5481283,6.1264777,3,114.8581956,3.2780705,0.349789,11.2824995
1,2.6699829,36.1217466,22.2620321,65,68,2,0.0540032,-0.1422767,50.712501,0.0382098,2,0.075656,-2.1524068,0.2100749,9.3241704
0,117.1061073,69.0656652,657.4729276,2,68,5,0.5532856,-0.3484993,50.3340961,2.159076,3,0.0133076,12.1752265,0.3253387,7.2311929
0,113.7130267,17.4898589,1027.7024505,1,16,3,-0.2911803,-0.1121545,52.6449215,5.0561045,3,0.011591,8.1106384,0.220607,4.7337169
0,96.7508788,31.8299561,1200.7390782,11,16,5,0.0373659,-0.4467125,52.4473483,8.13571,3,25.9081863,11.9352041,0.4577598,5.5541605
0,350.7449428,65.6546493,1544.0507553,9,55,5,0.032449,-0.0894935,48.0873698,2.649624,3,23.3516647,6.4208032,0.4213958,7.1591222
0,9.9022926,214.8043571,887.0677211,21,55,5,0.0409668,-0.2498682,47.1205778,7.8568035,3,130.0846648,19.5499109,0.395575,8.8370733
0,339.4930182,27.442165,1680.5812735,5,1,3,0.1718912,0.5387502,51.6448399,6.5067149,3,90.4504534,-3.0605653,0.4893992,6.6418162
0,136.4593271,222.2378199,272.793865,3,16,5,0.3952836,0.1775839,46.2075414,20.6884019,3,65.4577858,21.6484642,0.3979755,4.959997
1,164.0203558,10.1201966,768.14648,0,68,3,0.0140974,0.0319734,51.2401133,0.3005509,3,0.21966,-8.9927124,0.12315,8.9432866
0,352.919759,148.1519063,1304.2698581,1,55,5,0.30043,-0.1283004,46.3937385,9.7377134,3,0.0107922,-17.1060044,0.2870462,4.6182216
1,357.2762355,8.810313,1023.6374616,3987,1,3,0.2717843,-0.1888552,52.310022,0.0193295,3,0.8497573,-4.1558737,0.1566339,12.5518383
1,339.3876856,9.5248411,12.4909744,2259,68,3,-0.1465833,-0.0962906,52.5976161,0.0271068,3,169.869422,-3.0885475,0.1449095,12.5404251
1,322.7660539,108.5040885,289.5055007,4,16,3,-0.0451812,-0.0118372,49.6239024,4.1825686,3,9.9e-06,1.612209,0.437305,5.7343547
1,252.2061145,12.8511846,11.9927415,12015,1,3,-0.1009624,-0.0922395,52.3789029,0.6542757,3,1073.7343637,-1.0098276,0.1347736,14.170717
1,231.9855416,14.3037217,549.1741602,193,68,3,0.1779234,-0.0541886,50.90462,2.2484361,3,0.517533,-0.3888615,0.1561785,7.2176378
0,2.2881261,222.8378489,1582.1776288,1,55,1,0.7198185,-0.2186611,47.6855658,12.7460783,3,0.0100401,39.3260718,0.5498596,4.6268713
1,356.9921214,19.6885911,1463.4607476,0,68,3,0.0962167,0.0318792,51.821426,9.3362303,3,0.1094317,4.0742352,0.3461114,5.5059892
1,224.5245328,68.9180101,0.1668957,6188,55,3,-0.1650492,0.0331083,49.3104524,0.2336086,3,716.8717504,-12.3893179,0.1896292,11.095765
1,265.3728494,11.1564917,205.0940065,1,68,3,0.0117329,-0.1514889,51.4932733,0.4065298,3,0.0,3.017514,0.2585339,5.6225332
1,313.3756235,13.7541195,1449.0765808,7,68,3,0.1849184,-0.0654797,51.6513261,1.2688371,3,0.0001103,3.7241831,0.1280246,6.9080986
0,145.1240065,88.4952464,2822.4845645,7,55,5,0.1996675,-0.1980412,47.4909958,5.685945,3,145.8365723,31.023371,0.4946833,8.0503871
0,1.8759671,53.7496118,616.0134027,12,55,5,-0.2957384,-0.359113,52.4258364,8.3680046,2,45.6837792,32.921751,0.3196469,10.8720247
